Company/Brand,Location,Sector,What it does,Investor,Amount,Stage,Year
GrayQuest,Mumbai,EdTech,Enables parents to pay their annual education fees in up to 12 monthly installments,Foundation Holdings,1000000.0,Pre Series A,2020
BigHaat,Bangalore,Agritech,Agri-inputs ecommerce player,Ankur Capital,2000000.0,Pre Series A,2020
CityCash,Mumbai,FinTech,Focusses on creating a transit led micro-payments ecosystem,Orios Venture Partners,1000000.0,Seed round,2020
HomeLane,Chennai,Interior design,Provides interior designing solutions,Evolvence India Fund (EIF),1000000.0,Series D,2020
HungerBox,Bangalore,Foodtech,"Offers B2B tech platform to corporates, aimed at improving the operations of their cafeterias",IIFL Income Opportunities Fund,6700000.0,Series C,2020
DaveAI,Bangalore,AI,Sales augmentation platform with a vision to democratise AI for enterprises,Mumbai Angels Network,0.0,,2020
Eduvanz,Mumbai,FinTech,Digital finance NBFC that provides affordable education loans,Sequoia India,5000000.0,Series A,2020
ZipLoan,Delhi,FinTech,Provides loans to MSMEs,Stride Ventures,2000000.0,,2020
DocSumo,Mumbai,AI,Platform helps to automate and analyse financial data,Better Capital,220000.0,Seed round,2020
CUSMAT,Warangal,AR/VR,It builds high immersion training systems for enterprises,Venture Catalysts,0.0,,2020
Chingari,Bangalore,Media,Short video platform,AngelList India,1300000.0,Seed round,2020
Bolo Indya,Gurugram,Media,User-generated content platform,Eagle10 Ventures,300000.0,Pre series A1,2020
Data Sutram,Kolkata,AI,Platform gathers intel from external data to provide location-based data intelligence.,Uday Sodhi,266500.0,,2020
Wobot Intelligence,Delhi,AI,AI backed video analytics platform,Sequoia Capital India,2500000.0,Pre Series A,2020
DrinkPrime,Bangalore,Appliance,Subscription-based Water purifier startup,Sequoia Surge,2879000.0,Pre Series A,2020
Infeedo,Gurugram,HR tech,An employee engagement HR analytics platform,Y Combinator,700000.0,,2020
Probus Smart Things,Delhi,IoT,Platform for monitoring distribution sub-station performance and operations,Unicorn India Ventures,0.0,Seed round,2020
CrowdPouch,Bangalore,Tech,A reward-based fundraising and preselling platform,Elina Investments,0.0,Angel Round,2020
Rebel Foods,Mumbai,Food tech,Cloud kitchen platform,Coatue Management,26500000.0,Series E2,2020
Hevo,Bangalore,Tech,Data pipeline startup,Qualgro,8000000.0,Series A,2020
BigSpoon Foods,Ahmedabad,Foodtech,Cloud kitchen startup,Urmin Family Office,2000000.0,Pre series A,2020
Chingari,Bangalore,Media,Homegrown short video platform,LogX Ventures,1000000.0,Seed Round,2020
ShareChat,Bangalore,Media,Indian social network platform,All About Inc,351000.0,,2020
DatStop,Delhi,Hospitality,It offers urban social space,Shabir Momin,0.0,,2020
IPHM Services,Mumbai,Mental Health,It helps design programs and workshops for the psychological well-being of individuals,Indian Angel Fund,0.0,Seed Round,2020
Wellcure,Gurugram,Healthtech,It caters to all health and wellness needs,Inflection Point Ventures,200000.0,,2020
VilCart,Bangalore,Ecommerce,"Retail industry in rural India through technology, supply chain, and logistics facilities.",N S Parthasarathy,0.0,Bridge Round,2020
Firescore,Mumbai,Gaming,Game development studio,Crazy Labs,500000.0,,2020
BulBul,Gurgaon,Social commerce,A video and livestream led commerce platform that makes online shopping engaging,Info Edge,0.0,,2020
Toppr,Mumbai,EdTech,It provides AI-based after school learning app for K12,Foundation Holdings,46761000.0,Series D,2020
Pickright Technologies,Bangalore,FinTech,Marketplace for stock market investors and advisors,Sanjay Mehta,175000.0,Seed Round,2020
Muse Wearables,Chennai,Tech,It sells the world’s first payment-enabled hybrid smartwatches,Dr. Bhaskar Rao Bollineni,3000000.0,,2020
SATYA Microcapital,Delhi,FinTech,Microfinance company that offers collateral-free credit to micro enterprises,BlueOrchard Finance Limited,0.0,,2020
WYN Studio,Gurugram,Media,It creates video content and podcasts,India Angel Fund,0.0,Seed Round,2020
Fourth Partner Energy,Bangalore,Solar Solution,Largest startup in the distributed solar sector,ResponsAbility Investments AG,15000000.0,,2020
Entri,Kochi,EdTech,Local language learning startup,Good Capital,1700000.0,Pre series A,2020
Snack Amor,Mumbai,Foodtech,Healthy snack startup,Dr Srinivas Chunduru,0.0,,2020
MPowered,Gurugram,SaaS,Asset Management Solutions,Ashok Nichani,21000000.0,Pre series A,2020
Leap Club,Gurugram,Social e-commerce,Community led professional network for women,Titan Capital,0.0,,2020
Ather Energy,Bangalore,Automobile,Electric scooter manufacturer,Hero MotoCorp,11241000.0,Series C,2020
Gigforce,Bangalore,HR tech,Provides staffing solutions for businesses,Unitus Venture,804000.0,,2020
Vegrow,Bangalore,Agritech,It is building an asset-light farm by partnering with small farms on a profit-sharing model,Matrix Partners India,2500000.0,Seed Round,2020
Finn,Bangalore,FinTech,Neobanking startup that digitises all banking transactions,Unicorn India,0.0,Pre series A,2020
iNurture,Bangalore,EdTech,"It provides a conducive and healthy teaching, learning environment",BlackSoil Capital,1340000.0,,2020
StyleDotMe,Gurugram,Fashion Tech,"mirrAR, helps jewellers sell jewellery with no physical inventory",Survam Partners,467000.0,Pre series A,2020
Ripsey,Mumbai,Nutrition tech,It plans meals in consultation from fitness experts and nutritionists and prepares them in-house,Ah! Ventures,133000.0,,2020
ThriveFNC,Pune,Health & Wellness,Focusses on reversing chronic lifestyle disorders through functional nutrition.,Rajesh Ranavat,0.0,Seed Round,2020
Vedantu,Bangalore,EdTech,Onine learning platform,Coatue,100000000.0,Series D,2020
Magicpin,Gurugram,,"It is a local discovery, rewards, and commerce platform",Samsung Venture Investment Corporation,7000000.0,Series D,2020
Procol,Delhi,Agritech,Commodity procurement platform,Sequoia Surge,3823000.0,,2020
Yumlane,Mumbai,Cloud Kitchen,Online retailer that offers a range of on-the-go hot snacking and meals,Jetty Ventures,1000000.0,Pre series A,2020
Crio,Bangalore,EdTech,A learning platform for developers,021 Capital,934000.0,,2020
Openapp,Bangalore,IoT,Security solutions startup,Unicorn India Ventures,500000.0,,2020
PumPumPum,Gurugram,IoT/Automobile,Offers leased car services,LetsVenture Syndicate,293000.0,,2020
uFony Services Pvt ltd,Pune,EdTech,"School Diary, a platform that brings education to smartphones",Chennai Angels,0.0,,2020
Protinus Fashion Networking Pvt Ltd,Mumbai,Fashion,Owns and operates fashion commerce and retail management platform 6Degree,SucSEED Ventures,0.0,Pre series A,2020
Uable,Bangalore,EdTech,Online life skills development platform for children,3one4 Capital,0.0,Seed Round,2020
ParkSmart,Delhi,IoT,Parking spot reservation platform,Ah! Ventures,198000.0,,2020
Plum,Bangalore,Healthtech,Provides health benefits to corporates,Incubate Fund,927000.0,Seed Round,2020
IncNut Digital,Hyderabad,Ecommerce,Owns and Operates two women-centric digital media platforms -- Stylecraze.com and Momjunction.com,RPSG Ventures,4000000.0,Series A,2020
GigIndia,Pune,Tech,Marketplace that provides on-demand work completion for companies through workforce of jobseekers,Incubate Fund India,971000.0,Pre series A,2020
Specsmaker,Chennai,Eye Wear,Online optical chain for eye wears,Eight Road Ventures,3060000.0,,2020
Piggy Ride,Bangalore,SaaS,"Offers parents and kids, a platform to browse and book extracurricular interest-based activities",JAFCO Asia,1862000.0,Pre series A,2020
Chai Waale,Chennai,Beverage,Tea Brand,Tharun Dhariwal,232000.0,,2020
NOTO,Mumbai,Food,A brand that makes healthy icecream,WEH Ventures,0.0,Pre seed round,2020
Cuemath,Bangalore,EdTech,It helps students to learn math online,Trifecta Capital,2888000.0,Series B,2020
Cars24,Gurgaon,Automobile,Online platform for selling used cars,Vivriti Capital,1328000.0,,2020
JetSynthesys,Pune,Digital tech,Digital entertainment and technology company,Adar Poonawalla,40000000.0,,2020
Earth Energy EV,Mumbai,Automobile,Electric vehicles startup,LR Joshi,0.0,Seed Round,2020
Green Cure,Delhi,Health & Wellness,It sells herbal OTC products,Venture Catalysts,0.0,,2020
Blue Sky Analytics,Gurugram,Data Intelligence,"It is building AI-powered infrastructure to analyse air quality, pollution etc",Beenext,1200000.0,Seed Round,2020
Edhusk,Jaipur,EdTech,Provieds personalised learning to students by leveraging technology-driven models,Mumbai Angel Network,0.0,,2020
Decentro,Bangalore,FinTech,Automated API-based platform that enables financial integrations.,Y Combinator,15500000.0,Series A,2020
Zolostays,Bangalore,Co-living,It offers affordable housing apartments to young professionals and students,Investcorp,56000000.0,Series C,2020
Frontier Markets,Jaipur,Ecommerce,Women entreprenuers sells products and services to rural India,ENGIE RAssembleurs dEnergies,2250000.0,Pre series A,2020
Brainwired,Kerala,Agritech,India’s first livestock health monitoring company,Kritik Abiram,0.0,,2020
Aye Finance,Gurugram,FinTech,A finance lender to SMEs,Invest in Vision,16753000.0,Series E,2020
Paper Boat,Gurugram,Food & Beverages,Ecommerce platform for beverages and snacks,Sofina Ventures,3700000.0,,2020
Ken42,Bangalore,EdTech,A platform that caters to evolving needs of institutions,Turbostart,1470000.0,,2020
Forbidden Foods,Delhi,Food,Packaged snacks company,Globevestor,1000000.0,Seed Round,2020
Universal Sportsbiz,Bangalore,Fashion,Indian fashion industry with on-trend products,NB Ventures,530000.0,,2020
Gobbly,Gurugram,Retail Tech,A contactless retail store filled with fruits and veggies,Sauce vc,500000.0,Seed Round,2020
Aerostrovilos,Chennai,Automotive,Manufactures micro gas turbines for power-based application,Mumbai Angels Network,0.0,,2020
Mitron,Bangalore,Media,Short Video and Social Platform,3One4 Capital,267000.0,Seed Round,2020
Bulk MRO,Mumbai,B2B,A full stack B2B platform for industrial supplies,Stride Ventures,3344000.0,,2020
Inspektlabs,Delhi,AI,Focuses on building computer vision products for physical asset inspections,Better Capital,600000.0,Pre series A,2020
Big Bang Boom Solutions,Chennai,Defense tech,It developed integrated intellectual properties for defense,Mumbai Angels Network,1000000.0,Series A,2020
Flinto,Chennai,EdTech,It is an educational subscription-box focussed at activity-based learning for the ages 2-12,Lightbox Ventures,7200000.0,Pre series B,2020
Zetwerk,Bangalore,Marketplace,B2B marketplace that connects manufacturing companies for industrial equipements,Greenoaks,21000000.0,Series C,2020
ChitMonks,Hyderabad,FinTech,Offers enterprise private platform for chit fund firms,Unicorn India Ventures,650000.0,Pre series A,2020
Walrus,Bangalore,FinTech,It provides banking solutions for teens and young adults,Better Capital,0.0,Pre-Seed,2020
Arth Designbuild,Hyderabad,Construction tech,Construction technology and solutions provider,Startup-O,1100000.0,,2020
goDutch,Mumbai,FinTech,Group Payments platform,Matrix India,1700000.0,Seed Round,2020
Rusk Media,Delhi,Digital Media,It creates video content,InfoEdge Venture Fund,0.0,Seed Round,2020
Bold Care,Mumbai,Health & Wellness,Digital platform that offers sexologist consultations for  men,Rajesh Ranavat,0.0,Pre-seed Round,2020
Samosa Party,Bangalore,Food,Provides quality Indian Snacks,Inflection Point Ventures,0.0,,2020
High Street Essentials,New Delhi,Ecommerce,The parent company of women's fashion brands FabAlley and Indya,SAIF Partners,2743000.0,Pre series C,2020
Byju's,Bangalore,EdTech,Provides online learning classes,BOND,0.0,,2020
Slice,Bangalore,FinTech,A financial platform for youngsters,Gunosy,6082000.0,Pre series B,2020
Bombay Play,Bangalore,Gaming,It designs and creates online multiplayer games,Leo capital,1500000.0,Pre series A,2020
Fullife,Mumbai,Healthtech,It sells sports nutrition supplements through a brand called Fast&Up,Amansa Capital,6609000.0,,2020
Aye Finance,Gurugram,FinTech,A finance lender to SMEs,Capital G,27700000.0,Series E,2020
Aether Biomedical,Delhi,Medtech,"Medical robotics startup, focussed on developing rehabilitation devices",Chiratae Ventures,0.0,Seed Investment,2020
91springboard,Delhi,Coworking,It offers collaborative workspace with varied amenities,Pearl Brook Holdings Ltd,5940000.0,,2020
Milkbasket,Gurugram,Logistics,Hyperlocal delivery service startup,Inflection Point Ventures,5500000.0,,2020
MergerDomo,Noida,Marketplace,Global online corporate deal sourcing and consulting marketplace,Nadir Godrej,197000.0,,2020
GoMechanic,Delhi,Auto-tech,Find automobile repair and maintenance service providers,Pawan Munjal,0.0,Series B,2020
Milk Mantra,Odisha,Food,Produces Dairy Products,US International Development Finance Corporation,10000000.0,,2020
Myglamm,Mumbai,Beauty,On-demand beauty services provider,Tano India,4327000.0,,2020
Drishti Technologies,Bangalore,AI,"AI-based video analytics, data, and insights bring benefits to manufacturers",Sozo Ventures,25000000.0,Series B,2020
Instasolv,Noida,EdTech,It is a doubt-solving app for students from Class 6 to 12,Undisclosed,2000000.0,Pre series A,2020
GoldenPi,Bangalore,FinTech,An online aggregator of bonds and debentures available in the secondary market,Rainmatter Capital,459000.0,,2020
Sarva,Mumbai,Yoga & wellness,It drives a cultural change in making yoga-based wellness a part of modern lifestyle,Shikhar Dhawan,0.0,,2020
Jai Kisan,Mumbai,FinTech,A platform that caters the need of customers in rural areas,Arkam Ventures,3937000.0,Pre series A,2020
