Company/Brand,HeadQuarter,Sector,What_it_does,Investor,Amount,Stage
Oga,Bangalore,Fitness,Provides interactive fitness experience to people across the world,Inflection Point Ventures,"$330,000.00",
Big Basket,Bangalore,Estore,Online grocery store,Trifecta Capital,"$3,500,000.00",
CYFIRMA,Bangalore,SaaS,Offer cybersecurity services,Z3 Partners,$nan,Series A
Innoviti,Bangalore,,Digital payments solutions company,FMO,"$5,000,000.00",
Paytm money,Bangalore,Fintech,Wealth Management,One97 Communications,"$5,600,000.00",
Vedantu,Bangalore,Edtech,Onine learning platform,GGV Capital,"$24,000,000.00",Series C
Yap,Chennai,Fintech,Banking and payment products-focused API platform,Amrish Rau,"$1,402,000.00",
Clover,Bangalore,Agritech,Provides agricultural solution to farmers working in the greenhouse production of vegetables and fruits,Omnivore,"$5,500,000.00",Series A
Nova Credit,,Fintech,Cross-border consumer credit startup,Kleiner Perkins,"$50,000,000.00",Series B
CodingNinjas,Delhi,Edtech,Online learning platform,Info Edge Ltd,"$5,200,000.00",Series A
Furlenco,Bangalore,Ecommerce,Furniture rental startup,Chowdry Associates,"$2,200,000.00",Series C
Brick&Bolt,Bangalore,,Operates in the residential construction space,Surge,"$1,500,000.00",Pre series A
HempStreet,,Healthtech,Manufacturer of ayurvedic medicines based on cannabis,Pharmacon Holdings,"$1,000,000.00",Pre series A
MoEngage,Bangalore,Marketing,Customer analytics and cross-channel engagement platform,Eight Roads Ventures,"$25,000,000.00",Series C
Classplus,,Edtech,It allows coaching centres to take their brick-and-mortar setup online,Blume Ventures,"$2,500,000.00",Pre series A
Chaayos,,Beverages,Provides customised range of tea,Think Investment,"$21,500,000.00",
PetPooja,Ahmedabad,SaaS,Restaurant management software provider,Udaan,"$2,000,000.00",
Altor,,Tech,Makes helmets that are IoT and AI enabled,Venture Catalysts,$nan,
Pepperfry,Mumbai,E-market,Online home furniture marketplace,Pidilite Industries,"$40,000,000.00",Series F
FirstCry,Pune,E-market,Baby products marketplace,Softbank’s Vision Fund,"$296,000,000.00",Series E
Byju,,Edtech,Provides online learning classes,General Atlantic,"$200,000,000.00",
Waycool,Chennai,Agritech,Food development and distribution services,LightBox Ventures,"$32,000,000.00",Series C
WorkIndia,,HR tech,An online and mobile-based platform that connects companies with blue collar employees.,Xiaomi,"$6,000,000.00",
Qyuki,Mumbai,Media,Multi-channel broadcast network,Info Edge Venture Fund,"$3,500,000.00",
Leap India,Coimbatore,Agritech,Agricultural warehousing and logistics company,Neev Fund,"$30,000,000.00",Series B
Picxy,Hyderabad,Media,Stock photo industry,FirstCheque,"$250,000.00",
Krimanshi,Jodhpur,Agritech,Sustainable system to feed animals by valorizing food residues and surplus into highly nutritious feeds,Arunachal Pradesh Social Entrepreneurship Meet,"$20,000.00",
NEETprep,Delhi,Edtech,Provides crash course for NEET preparation,IndiaQuotient,$nan,
Dot Pvt. Ltd,Gurugram,Fintech,It provides digital transformation and commerce solutions to brick and mortar outlets,PayU,"$8,000,000.00",Seed Round
Kuku FM,Mumbai,Media,A podcast platform,Vertex Ventures,"$5,500,000.00",Series A
SuperMoney,Mumbai,Fintech,Provides financial tools for effective business making,Unitus Ventures.,"$1,000,000.00",Pre series A
Rebel Foods,,Food tech,It runs internet kitchen,Alteria Capital,"$4,900,000.00",
AlphaVector,Bangalore,E tailor,It sells modern age bicycles named FROG,Avaana Capital,$nan,
Fox Capital,Jaipur,Fintech,Digital lending startup,Institutional Investors,"$2,500,000.00",
Tribe Theory,Bangalore,Accomodation,An entrepreneur-focused hostel chain present in multiple locations across the world.,Tim Draper,"$3,500,000.00",
Fleetx,,SaaS,Fleet management and predictive analytics platform,Beenext,"$1,402,400.00",Series A
Embibe,Mumbai,Edtech,It provides AI-based data analytics to personalise learning outcomes,Reliance Industries Limited (RIL),"$12,618,300.00",
Entri,Kochi,Edtech,It is a app that provides different types of learning content in local languages,Good Capital,"$1,400,000.00",Seed Round
Oye! Rickshaw,,E-mobility,App-based electric rickshaw hailing service,Chiratae Ventures,"$10,000,000.00",Series A
Seal Professional,Bangalore,Edtech,Trains students in managemnt and leadership skills and also helps in placement,Equanimity Ventures,$nan,Pre series A
Sprinng Foods,Mumbai,Food,Provides Gluten-free food,Mistletoe,$nan,
1MG,Gurugram,Healthtech,Online pharmacy,Bill & Melinda Gates Foundation,"$9,900,000.00",
Aagey,Bangalore,Fintech,Provides financial assistance to MSMEs,JITO Angel Network,$nan,
Doubtnut,Gurugram,Edtech,Multi-lingual digital solutions platform for students,Tencent,"$15,000,000.00",Series A
AdonMo,Bangalore,Ad-tech,It is an online and outdoor advertising company,Ant Financial,"$3,000,000.00",
RACEnergy,,E-mobility,It builds electric vehicles and supporting infrastructure,GrowX ventures,$nan,Seed Round
BharatPe,Delhi,Fintech,Digital payments platform,Coatue Management,"$100,000,000.00",
Kisan Network,Gurugram,Agritech,Integrated supply chain for farmers to sell their produce directly to buyers,Atsushi Taira,"$3,000,000.00",Seed Round
Vogo,Bangalore,Automotive,A scooter-sharing platform allowing users to rent a two-wheeler from specific designated pick up points,Lightstone Aspada,"$35,000,000.00",Series C
Yolo,Gurugram,Transport,Intercity transportation startup,Undisclosed,"$600,000.00",Seed Round
Unotech,Mumbai,SaaS,It develops fully-customisable open source software,Manish Choksi,"$2,000,000.00",
Zetwerk,Bangalore,Marketplace,B2B marketplace that connects manufacturing companies for industrial equipements,InnoVen capital,"$2,200,000.00",
CureSkin,Bangalore,Healthtech,Provides a treatment solution for skincare and hair fall issues with an artificial intelligence-enabled solution,SenseAI Ventures,"$500,000.00",
WizKlub,Bangalore,Edtech,Helps students solve problems at complex level,Incubate Fund India,"$982,530.00",Seed Funding
Interviewbit,Pune,Edtech,Platform that provides coding and interview preparation course by industry professionals from tech companies,Tiger Global Management,"$200,000,000.00",Series A
MoneyTap,,Fintech,App-based consumer credit line that gives customers access to credit on tap.,Aquiline Technology Growth (ATG),"$70,185,200.00",Series B
Uniplatform Tech,Delhi,SaaS,Runs real estate SaaS platform MultiplyMyLeads.com.,Frontline Strategy Finds,$nan,
INdwealth,Gurugram,Fintech,An Artificial Intelligence and Machine learning based wealth management platform,Tiger Global,"$12,000,000.00",Series C
Bizongo,Mumbai,Marketplace,A B2B marketplace for packaging materials,Schroder Adveq,"$30,000,000.00",Series C
AppsFlyer,Bangalore,SaaS,Mobile marketing analytics and attribution platform,General Atlantic,"$210,000,000.00",Series D
Digit Insurance,Bangalore,Insurtech,General Insurance Company,A91 Partners,"$84,000,000.00",
Livspace,Bangalore,Interior Design,It offers end-to-end home design experience for homeowners and home designers,Tahoe Investment Group,"$60,000,000.00",Series D
GetVantage,Mumbai,Fintech,Revenue based finance provider,Samyakth Capital,$nan,Seed Round
Konfinity,Noida,Edtech,Provides online coding courses,Angel investors,$nan,
Pine Labs,Noida,Fintech,Retail payment and hardware company,Mastercard,$nan,
Instoried,Delhi,SaaS,Augmented writing platform which improves customer interest and engagement.,SOSV,$nan,
Nupay,Haryana,Neo-banking,"Integrated platform for Receivables and Payables automation, Electronic Invoicing, Reconciliations and Bank payouts",Venture Catalysts,$nan,
LogiNext,,Transport Automation,"It helps logistics companies to improve internal operations, optimise delivery networks and provide customer service",Tiger Global,"$39,000,000.00",Series B
Samosa Singh,Bangalore,Food,Offers hygienic Indian Snacks,She Capital,"$2,700,000.00",Series A
Crysta,Delhi,Healthtech,Offers diagnostic and screening services with regular counselling and clinical data management,Green Shots Capital,"$1,403,400.00",Pre Series A
Eupheus Learning,New Delhi,Edtech,"Provides technology-led, subscription-based learning solutions to schools",Yuj Ventures,"$4,300,000.00",Series A
Bounce,Bangalore,Automotive and Rentals,Offers a variety of bikes and scooters that can be rented on a subscription basis,Accel Partners,"$105,000,000.00",Series D
Park+,,Techonology,It is engaged in bringing digitization in parking,Sequoia Capital,"$11,000,000.00",
Goodmylk,Bangalore,Dairy,Provides Vegan dairy products,Ginni International,"$400,000.00",Seed Round
SmartKarrot,,SaaS,It tracks customers’ real-time digital behaviour,Angel investors,"$1,000,000.00",
Skylo,,IoT,Provides affordable and ever present network that connects machines or sensors,SoftBank Group,"$103,000,000.00",Series B
Tea Trunk,Goa,Beverage,Global premium tea brand,Angel investors,"$220,000.00",
Zoomcar,Bangalore,Transport & Rentals,A car rental service platform,Sony Innovation Fund,"$30,000,000.00",Series D
Mera Cashier,Noida,Fintech,App meant for small and micro businessmen to manage their transactions digitally,Amit Singal,"$250,000.00",Seed Round
Samya AI,,SaaS,Revenue growth AI startup in the consumer packed goods (CPG) space,Sequoia India,"$6,000,000.00",Seed Round
Kristal AI,,AI,Provides Algorithm-based financial services,Chiratae Ventures,"$6,000,000.00",Series A
Invento Robotics,,AI Robotics,Known for Mitra Series of Robots,Windrose Capital,"$281,300.00",Seed Round
Zimyo,Gurugram,HR tech,Automates everyday HR processes with integrated solutions,Yatra Angel Network (YAN),$nan,
Sabse Sasta Dukaan,Kolkata,Pharmaceutical,Online pharmacy dealing in medicines,Angel investors,$nan,
Fitphilia,Mumbai,Healthtech,Provides IoT-enabled treadmill,Angel investors,$nan,
Medicus,Mumbai,Healthtech,AI-based platform that explains and interprets blood tests and medical reports,Angel investors,"$12,700.00",
Monech,Mumbai,Fintech,Automated platform which will help users to take their financial decisions,Angel investors,"$12,700.00",Seed Round
Teach Us,,Edtech,Educational portal which enables the students to access information related to education at one common platform,Angel investors,"$12,700.00",Seed Round
Dealberg,Bangalore,B2B marketplace,Deals in office supplies,Undisclosed,$nan,
Phenom People,,HR tech,It redefines the means to search for a job and recruit top talent,WestBridge Capital,"$30,000,000.00",Series C
Extra Edge,Pune,Edtech,Admission Marketing Automation software for the education industry,Sprout Venture Partners,"$700,000.00",Pre Series A
Capital Quotient,Bangalore,Fintech,Investment advisor,Undisclosed,"$600,000.00",
Karfa,Delhi,Ecommerce,It sells products crafted by artisans,Undisclosed,"$25,000.00",Seed Round
Gamerji,,Gaming,Esports tournament platform,La Gajjar Group,"$400,000.00",
Bounce,Bangalore,Automotive and Rentals,Offers a variety of bikes and scooters that can be rented on a subscription basis,Accel Partners,"$97,500,000.00",Series D
Zinier,Bangalore,Automation,Provides intelligent field service automation,ICONIQ Capital,"$90,000,000.00",Series C
ProEves,Delhi,Preschool Daycare,"Provides tech-enabled, end-to-end childcare support solutions for corporate and retail consumers",1Crowd,"$507,000.00",Seed Round
Toddle,Bengaluru,,Collaboration and productivity platform for teachers across the world,Matrix Partners India,$nan,
Aesthetic Nutrition,,Food diet,Markets and sells chewable dietary supplements,DSG Consumer Partners,$nan,Pre Series A
Capital Float,Bangalore,Fintech,Digital lending,Sequoia Capital,"$15,000,000.00",
Ninjacart,Bangalore,B2B Agritech,Online grocery delivery platform,Flipkart India,"$10,000,000.00",Series C
TechnifyBiz,,B2B Agritech,Online marketplace for non-perishable food items,Omnivore,"$2,000,000.00",Seed Round
Wysh,Hyderabad,E-connect,Celebrity engagement and wishing platform,Kalaari Capital,"$2,000,000.00",Series A
Keito,Pune,AI,Enterprise productivity startup,Suma Soft Pvt Ltd,"$160,000.00",Seed Round
Klub,,Fintech,Provides growth financing to high-affinity brands,Sequoia Surge,"$2,000,000.00",Pre seed round
Aadhar,Mumbai,Ecommerce,Ayurveda wellness and lifestyle consumer brand,Sprout Venture Partners,$nan,Seed Round
IncubateHub,Bengaluru,Tech hub,Provides platform for Corporates to connect establish brand presence among innovation community,Venture Catalysts,$nan,
Rage Coffee,Delhi,FMCG,Provides effective Instant Coffee Infused with Natural Brain Vitamins & Plant Based Cognitive Enhancers,Refex Capital,$nan,
Skilancer,Noida,Technology,Solar module cleaning system [MCS] providers,Venture Catalysts,$nan,
Harappa Education,New Delhi,Edtech,Provides online courses on foundational skills,James Murdoch-led Lupa Systems,$nan,
Rheo,,Entertainment,Online e-sports streaming and community platform,Lightspeed Venture Partners,"$2,000,000.00",
Axio Biosolutions,Bangalore,Medtech,Medical device manufacturer,Omidyar Network India,"$5,200,000.00",Series B
Techbooze,,Consultancy,"Business Development, Consulting and Funding facilitator for Startups Enterprise",Space Capital,"$15,000,000.00",Series A
PayMart,Chandigarh,Fintech,Provides cardless cash withdrawals through small merchants shops,IIM Ahmedabad’s incubator (CIIE.CO),$nan,
Testbook,,Edtech,Helps students prepare online for competitive exams,Iron Pillar,"$8,400,000.00",Series B
FabAlley,Noida,Ecommerce,Online fashion store,Trifecta Capital,"$1,100,000.00",
HaikuJAM,,,Creative writing mobile platform,Lightbox. Social Capital,"$3,400,000.00",
Mamaearth,,Ecommerce,Online baby and mother care brand,Sequoia India,"$18,300,000.00",Series A
Rentomojo,,Rental,"Furniture, electronics, and appliance-centric consumer leasing platform",GMO Payment Gateway,"$2,000,000.00",
Zomato,,Foodtech,Online food delivery and restaurant discovery platform,Ant Financial,"$150,000,000.00",
Byju,,Edtech,Provides online learning classes,Tiger Global,"$200,000,000.00",
Generico,Mumbai,Pharmacy,Generic medicine focussed retail chain,Alteria Capital,"$1,400,000.00",
HighRadius,Hyderabad,SaaS,"An AI-based platform, to automate accounts receivables and treasury processes.",ICONIQ Capital,"$125,000,000.00",Series B
Chai Kings,Chennai,Beverage,It offers a range of tea in various flavour,The Chennai Angels (TCA),"$1,000,000.00",
Rivigo,Gurugram,Logistics,"It offers delivery services across India to retail, e-commerce, pharmaceutical, automobile and FMCG companies",Trifecta Capital,"$3,400,000.00",Series F
BuildPan,Indore,SaaS,"It helps developers to test, integrate and deploy apps",HNIs in India,$nan,Seed Round
Shiksha,,Edtech,It makes college selection easy for students looking to pursue UG and PG courses in India and abroad,Mumbai Angels Network,"$181,000.00",
Super Surfaces,Hyderabad,Deisgning,A design solution based company,Vishnu Reddy,"$500,000.00",Series A
Quicko,Ahmedabad,Taxation,Online tax planning and filing platform,Zerodha fintech fund,"$280,000.00",
Satin Creditcare,Gurgaon,Fintech,A micro finance company,Austrian Bank,"$15,000,000.00",
XpressBees,,Logistics,Provides end to end supply chain solutions,Alibaba,"$10,000,000.00",
FarmERP,Pune,Agritech,Smart agriculture management ERP software platform,TechnoGen,$nan,Series A
Wealth Bucket,,Fintech,An online platform for mutual fund investments,NorthStar,"$3,000,000.00",
GoMechanic,Delhi,Automobile Technology,Find automobile repair and maintenance service providers,Chiratae Ventures,"$14,700,000.00",Series B
Fashor,Chennai,Fashion,Women’s fashion and apparel,Sprout venture partners,"$1,000,000.00",Pre Series A
Leverage Edu,Delhi,Edtech,AI enabled marketplace that provides career guidance,DSG Consumer Partners,"$1,500,000.00",
EpiFi,,Fintech,It offers customers with a single interface for all their financial and banking mandates,Sequoia India,"$13,200,000.00",Seed Round
Purplle,Mumbai,Cosmetics,Online makeup and beauty products retailer,Verlinvest,"$8,000,000.00",
Shuttl,Delhi,Transport,App based bus aggregator serice,SIG Global India Fund LLP.,"$8,043,000.00",Series C
Pando,Chennai,Logitech,Networked logistics management software,Chiratae Ventures,"$9,000,000.00",Series A
